id,track_name,artist_name,year,genre,album_type,release_date,popularity
0LpHC9mhPAQC98IjXZIrif,The Election of 1800,Daveed Diggs,2015,soundtrack,album,2015-09-25,65
6oF8ueLn5hIl4PRp17sxW6,That Would Be Enough,Phillipa Soo,2015,soundtrack,album,2015-09-25,66
4eeN8erNIbW2osT0knz5vT,I Know Him,Jonathan Groff,2015,soundtrack,album,2015-09-25,65
3lXyAQ0kekAvY5LodpWmUs,Ten Duel Commandments,Lin-Manuel Miranda,2015,soundtrack,album,2015-09-25,67
1llkMtLL4vbe0pr3NV2ckg,Let Me Hear,"Fear, and Loathing in Las Vegas",2015,soundtrack,album,2015-09-30,59
7cAexYA1vH6srKeIuKySud,超絶☆ダイナミック!,Kazuya Yoshii,2015,soundtrack,single,2015-10-07,55
1DLfR4MOfLYbV6v3xrmWa8,We Know,Lin-Manuel Miranda,2015,soundtrack,album,2015-09-25,66
6SHI6STEW51cQkAXBRpLNj,Your Obedient Servant,Leslie Odom Jr.,2015,soundtrack,album,2015-09-25,66
2qFIJT5hjqaNFA1GKwl9me,Take a Break,Phillipa Soo,2015,soundtrack,album,2015-09-25,67
733tju3KUeatsbjcTRQ04i,Yorktown (The World Turned Upside Down),Original Broadway Cast of Hamilton,2015,soundtrack,album,2015-09-25,68
2W9u3whoCkQYOUbmnSrHi1,What'd I Miss,Daveed Diggs,2015,soundtrack,album,2015-09-25,67
46YSff2Rq1ZtN1YVk5cwbZ,Brave Shine,Aimer,2015,soundtrack,album,2015-07-29,62
3nJYcY9yvKP8Oi2Ml8brXt,Right Hand Man,Lin-Manuel Miranda,2015,soundtrack,album,2015-09-25,68
2yBMVrq96wb9OHbMdBs0lF,A Winter's Ball,Leslie Odom Jr.,2015,soundtrack,album,2015-09-25,68
1mGO8rwCE9zk7H06OxcU5m,History Has Its Eyes on You,Christopher Jackson,2015,soundtrack,album,2015-09-25,67
0wae8KoprNjfrXWjYYHGy9,Spear of Justice,Toby Fox,2015,soundtrack,album,2015-09-15,59
3aiGshuqYhdBBBhHqRf6jn,Spider Dance,Toby Fox,2015,soundtrack,album,2015-09-15,61
2sEq2rC3ynYsT49x7utWnd,Dear Theodosia,Leslie Odom Jr.,2015,soundtrack,album,2015-09-25,68
1di1C0QI6Y92yZPYn6XYAZ,シルエット,KANA-BOON,2015,soundtrack,album,2015-01-21,78
1CzeuSrm71wHP9qsjg7p3F,The Story of Tonight - Reprise,Okieriete Onaodowan,2015,soundtrack,album,2015-09-25,66
7qfoq1JFKBUEIvhqOHzuqX,Non-Stop,Leslie Odom Jr.,2015,soundtrack,album,2015-09-25,73
7m9XR7FquXLP1FewdAcNS9,Guns and Ships,Leslie Odom Jr.,2015,soundtrack,album,2015-09-25,72
3eTgg18rKBD30Hef1gv0wz,Bundle of Joy,Michael Giacchino,2015,soundtrack,album,2015-01-01,64
5z4vmar50qPl80GjIrPBXm,It's Raining Somewhere Else,Toby Fox,2015,soundtrack,album,2015-09-15,62
2BlDX1yfT0ea5wo0vjCKKa,光るなら,Goose house,2015,soundtrack,album,2015-02-25,68
7BGZ27yeaKR5OZOIxyegZi,Death By Glamour,Toby Fox,2015,soundtrack,album,2015-09-15,67
6YnPqvc66bdYGGOJIlDEz1,Battle Against A True Hero,Toby Fox,2015,soundtrack,album,2015-09-15,61
7CMVo848b9LsUtVavIoiXC,Hopes And Dreams,Toby Fox,2015,soundtrack,album,2015-09-15,65
4B3qvzOMzLQXLeYgPsG3KA,Burn,Phillipa Soo,2015,soundtrack,album,2015-09-25,71
3s9itRgJYcKhem01P17865,Say No to This,Jasmine Cephas-Jones,2015,soundtrack,album,2015-09-25,69
71X7bPDljJHrmEGYCe7kQ8,The Schuyler Sisters,Renée Elise Goldsberry,2015,soundtrack,album,2015-09-25,72
6OG1S805gIrH5nAQbEOPY3,You'll Be Back,Jonathan Groff,2015,soundtrack,album,2015-09-25,72
26lWYpgbcknITI0Fy1eZDs,sans.,Toby Fox,2015,soundtrack,album,2015-09-15,59
761SMhVKJlJlUCUveNcq1m,Kaer Morhen,Marcin Przybyłowicz,2015,soundtrack,album,2015-08-26,57
3Hb9YjZLYBLikxJ1kd4BMa,Spikeroog,Mikolai Stroinski,2015,soundtrack,album,2015-08-26,57
7EsSVPxaYoAZjQwhspJBs2,"Who Lives, Who Dies, Who Tells Your Story",Original Broadway Cast of Hamilton,2015,soundtrack,album,2015-09-25,68
2TK2KSrzXD6W01qjXVjNGh,The Room Where It Happens,Leslie Odom Jr.,2015,soundtrack,album,2015-09-25,70
4cxvludVmQxryrnx1m9FqL,My Shot,Lin-Manuel Miranda,2015,soundtrack,album,2015-09-25,72
0NJWhm3hUwIZSy5s0TGJ8q,The Story of Tonight,Lin-Manuel Miranda,2015,soundtrack,album,2015-09-25,68
3D4J0o9w44QKFrBrYrSVJY,What Comes Next?,Jonathan Groff,2015,soundtrack,album,2015-09-25,66
2G9lekfCh83S0lt2yfffBz,Farmer Refuted,Thayne Jasperson,2015,soundtrack,album,2015-09-25,67
3dP0pLbg9OfVwssDjp9aT0,Satisfied,Renée Elise Goldsberry,2015,soundtrack,album,2015-09-25,74
7EqpEBPOohgk7NnKvBGFWo,Wait for It,Leslie Odom Jr.,2015,soundtrack,album,2015-09-25,74
54Sc7mZQ1RM03STpk4SfaA,Helpless,Phillipa Soo,2015,soundtrack,album,2015-09-25,72
7dqdXqoK6PgNu6ckD0Sxhu,Rey's Theme,John Williams,2015,soundtrack,album,2015-12-18,33
6dr7ekfhlbquvsVY8D7gyk,"Aaron Burr, Sir",Lin-Manuel Miranda,2015,soundtrack,album,2015-09-25,71
5L9MJsGqzTRD09rSzHkCDy,Home,Toby Fox,2015,soundtrack,album,2015-09-15,63
4kNKL8kCCV3vt9U2k28Lyx,Finale,Toby Fox,2015,soundtrack,album,2015-09-15,68
4TTV7EcfroSLWzXRY6gLv6,Alexander Hamilton,Leslie Odom Jr.,2015,soundtrack,album,2015-09-25,73
0ybMBs8mKdAP9WSnFTiZvs,ASGORE,Toby Fox,2015,soundtrack,album,2015-09-15,66
46A71ZDLPRIFCppAdV2W6j,His Theme,Toby Fox,2015,soundtrack,album,2015-09-15,56
67ColSQSTMboSIc6Cw6p88,GLASSY SKY,Yutaka Yamada,2015,soundtrack,album,2015-03-25,57
1dZutYKh4BtPlxbC81wV34,Best of Wives and Best of Women,Phillipa Soo,2015,soundtrack,album,2015-09-25,62
16sNPUamj4vnA7uQLozRpU,Hurricane,Lin-Manuel Miranda,2015,soundtrack,album,2015-09-25,63
3Ls7kkmVLU6MEqpB7lB3KS,"World Championship Finale 2 - From ""Pitch Perfect 2"" Soundtrack",The Barden Bellas,2015,soundtrack,compilation,2015-05-11,51
0BNQdhKugKzoezQVkHB1TA,La Valse de L'Amour,Patrick Doyle,2015,soundtrack,compilation,2015-01-01,56
40LYL1Z6xgCn5cBybo5K0D,It's Quiet Uptown,Renée Elise Goldsberry,2015,soundtrack,album,2015-09-25,64
3KsJYk6EDfkDZZM7CWcLWA,Last Goodbye,Toby Fox,2015,soundtrack,album,2015-09-15,56
1WHNqqRWhJVZIdCScFKtl5,Washington on Your Side,Leslie Odom Jr.,2015,soundtrack,album,2015-09-25,66
5OyWN37xTdZtjbSQ15FA8K,Shop,Toby Fox,2015,soundtrack,album,2015-09-15,58
3aDH2C8MwdlxlFSI0B7f0F,Welcome to Jurassic World,Michael Giacchino,2015,soundtrack,album,2015-06-09,50
5ivhfpfnoHhD8rUI2t3aJG,IGNITE,Eir Aoi,2015,soundtrack,album,2015-06-24,58
0Iys022UwQ8xBfxE1g4nWZ,One Last Time,Christopher Jackson,2015,soundtrack,album,2015-09-25,65
7D1Lf7N7AtCuEq5PGJtIPz,The Reynolds Pamphlet,Original Broadway Cast of Hamilton,2015,soundtrack,album,2015-09-25,66
3TfKt8mPpdXfQTMfRjHzyz,Cabinet Battle #1,Christopher Jackson,2015,soundtrack,album,2015-09-25,66
0P09TBGSKiQwfUsEh1UafT,The World Was Wide Enough,Leslie Odom Jr.,2015,soundtrack,album,2015-09-25,64
27MB0qHaYAZiTlwg25js1Y,Stay Alive,Original Broadway Cast of Hamilton,2015,soundtrack,album,2015-09-25,66
5tmhUzJuP7XwqCHglyqnt8,Geralt Of Rivia,Marcin Przybyłowicz,2015,soundtrack,album,2015-08-26,52
4XX5uZb9PvTKh8Nm2KSJfk,Once Upon a Time,Toby Fox,2015,soundtrack,album,2015-09-15,56
3eQijz4pPT7rb020LqdhdX,Another Medium,Toby Fox,2015,soundtrack,album,2015-09-15,56
6ZT36tXEKY2vvTCuNK4fi1,Metal Crusher,Toby Fox,2015,soundtrack,album,2015-09-15,54
2ydKgIVZAQXeYLWtxU8DFS,Stay Alive - Reprise,Lin-Manuel Miranda,2015,soundtrack,album,2015-09-25,62
05bhmaAD1urZnQMWNd6p3S,Schuyler Defeated,Phillipa Soo,2015,soundtrack,album,2015-09-25,63
0owIthsU5nNNPLK6MjdVOe,Someone Loves Us,Dario Marianelli,2015,soundtrack,compilation,2015-09-18,48
68Ijc4fPmT3P5BN6Vrl2s2,The Adams Administration,Original Broadway Cast of Hamilton,2015,soundtrack,album,2015-09-25,63
36AhCvv8NAVPr0eNsv2PrW,Ghost Fight,Toby Fox,2015,soundtrack,album,2015-09-15,55
18asIXvfX6RyEtdiGKpTF5,THIS GAME,Konomi Suzuki,2015,soundtrack,album,2015-03-04,55
6B7wSqeVtMrtXbQBgzzVqa,The Tree When We Sat Once,Mikolai Stroinski,2015,soundtrack,album,2015-08-26,54
0Lc3coQTcMMJiiEFi7BG2z,The Vagabond,Marcin Przybyłowicz,2015,soundtrack,album,2015-08-26,53
3PV4bPPqezu18K45MIOrVY,Uwa!! So Temperate♫,Toby Fox,2015,soundtrack,album,2015-09-15,60
4QrLwgJt0OGkUFBbQKk0fL,The Revenant Main Theme,Ryuichi Sakamoto,2015,soundtrack,album,2015-12-25,52
2ZR5DlUZBb4Mx2B4UZldgY,The Vikings are Told of Ragnar's Death,Trevor Morris,2015,soundtrack,album,2015-05-18,48
2SGKT8dqAooD5vcF6HVsrR,March of the Resistance,John Williams,2015,soundtrack,album,2015-12-18,28
6KRHMYPIWRgFWlXPgqO2Fp,Cabinet Battle #2,Christopher Jackson,2015,soundtrack,album,2015-09-25,64
5mxTww2EuHbK0txi7U5C0A,"The Anvil of Crom (Form ""CONAN THE BARBARIAN"")",Basil Poledouris,2015,soundtrack,album,2015,43
5JyEFY05sV5Z8z5Bj7HQ1J,CORE,Toby Fox,2015,soundtrack,album,2015-09-15,56
1vuSdk2EGjh3eXCXBbT9Qf,Ruins,Toby Fox,2015,soundtrack,album,2015-09-15,56
4EnswQiF7J5MsB18ElZSS2,Esperanza Madre del Amor,Agrupacion Musical Nuestro Padre Jesús Despojado de Jaen,2015,soundtrack,album,2015,29
0w5CRIokPrQAAq7OdIKesr,SAVE The World,Toby Fox,2015,soundtrack,album,2015-09-15,59
2N2lDDaucbMUw1I1GxBrbc,Waterfall,Toby Fox,2015,soundtrack,album,2015-09-15,58
6ZEenbPqCbKxPmu49taU8u,Dummy!,Toby Fox,2015,soundtrack,album,2015-09-15,57
2bvbLvGD7YnS4Nhf9E4hUl,Heartache,Toby Fox,2015,soundtrack,album,2015-09-15,56
2FZ99j224ohiGLavqjijza,Undertale,Toby Fox,2015,soundtrack,album,2015-09-15,59
74HyNj8O7ytIgrdZBeb7mW,The White Whale Chant,Roque Baños,2015,soundtrack,album,2015-12-04,46
6p7jXaTJdpzGWnOJoK2jYr,Meet Me Inside,Lin-Manuel Miranda,2015,soundtrack,album,2015-09-25,65
2AtC6i0b8TjpjhWBZYLprX,Bonetrousle,Toby Fox,2015,soundtrack,album,2015-09-15,58
6GYQPbA8B6JFoBUyFXuIVF,El último mohicano - Tema,Film Symphony Orchestra,2015,soundtrack,album,2015-06-09,32
7Af5aQzfpm2VxnCFsy6Tkx,Snowy,Toby Fox,2015,soundtrack,album,2015-09-15,58
4KS1lIxiFW37Ko1WZ4GFcP,Flyers,BRADIO,2015,soundtrack,album,2015-06-03,56
39IOkz6LpC1qc5Wnt0T07r,Dance of the Druids (feat. Raya Yarbrough),Bear McCreary,2015,soundtrack,album,2015-02-10,54
4A3G4Chh8DTJftwJEf5tOp,Butter-Fly （デジモンアドベンチャー全話OP）,Sho Oosawa,2015,soundtrack,compilation,2015-05-15,54
00SGFjoApJMTO0M7RYvHp7,unravel (acoustic version),TK from Ling tosite sigure,2015,soundtrack,single,2015-05-20,53
42yHzwCrmrPYnOiX2tp4yQ,"Ludwig, the Holy Blade",SIE Sound Team,2015,soundtrack,single,2015-12-03,51
1e6i6WC1SW5w6e5u5izQ19,Silver For Monsters...,Percival Schuttenbach,2015,soundtrack,album,2015-08-26,52
0LjC5BIpuzjDR0cyul5aTb,Fallout 4 Main Theme,Inon Zur,2015,soundtrack,album,2015-11-06,51
2hgmZiJQLjpzkkD93Nne8d,"There Are Worse Games To Play/Deep In The Meadow/The Hunger Games Suite - From ""The Hunger Games: Mockingjay, Part 2"" Soundtrack",James Newton Howard,2015,soundtrack,album,2015-11-23,49
3JWjcGwtuNGXIVgJl3ax4c,Crossing Mars,Harry Gregson-Williams,2015,soundtrack,album,2015-09-30,45
4Gk2tZ5l4O3MG1UMm0dTcd,Reunited,Toby Fox,2015,soundtrack,album,2015-09-15,52
7aETfVDs6MnQg6uyEhhpro,Chill,Toby Fox,2015,soundtrack,album,2015-09-15,51
6Z3K31BKi5YL9Tj0zD3yvq,Good Night,Toby Fox,2015,soundtrack,album,2015-09-15,52
4WYlewJtfeVhAoPlApq5fu,Respite,Toby Fox,2015,soundtrack,album,2015-09-15,52
0514vhH4KBZmNHHVZWfmXD,Hunter's Dream,SIE Sound Team,2015,soundtrack,album,2015-04-22,48
0gt76DuMx7F3UZJPg7jcC5,Quiet Water,Toby Fox,2015,soundtrack,album,2015-09-15,59
17uHMEllmYNV02hfAGQOJF,Doc Returns,Alan Silvestri,2015,soundtrack,compilation,2015-10-16,39
723rnBXRc09umUfsasI6Cd,Your Best Nightmare,Toby Fox,2015,soundtrack,album,2015-09-15,56
3TKn9Pimpg49NboyPo0Hhl,Hard Knock Days,GENERATIONS from EXILE TRIBE,2015,soundtrack,single,2015-08-12,50
0OKWHkdIAi2purVKdqaPC0,"A Little Chaos (From ""A Little Chaos"" Soundtrack)",Peter Gregson,2015,soundtrack,album,2015,44
6YEGQH32aAXb9vQQbBrPlw,Nyeh Heh Heh!,Toby Fox,2015,soundtrack,album,2015-09-15,51
165WSe6je7R40ei8JJEBzx,The Jedi Steps and Finale,John Williams,2015,soundtrack,album,2015-12-18,23
1V86azCjHa6tIQB6rMwyrq,Juego de tronos - Tema,Film Symphony Orchestra,2015,soundtrack,album,2015-06-09,26
6eTcxkl9G7C2mwejLJ7Amm,An Ending,Toby Fox,2015,soundtrack,album,2015-09-15,52
33eoaqosKfgXYHd6HyYmPh,The First Hunter,SIE Sound Team,2015,soundtrack,album,2015-04-22,49
0R3JgweOfGl9kPxyd5DFC8,Dating Start!,Toby Fox,2015,soundtrack,album,2015-09-15,52
5lLuAtrQXTi204GNxkEenv,It's Showtime!,Toby Fox,2015,soundtrack,album,2015-09-15,51
06c5mZyiTC81gCaQ05sCIG,A Golden Childhood,Patrick Doyle,2015,soundtrack,compilation,2015-01-01,50
2j03d8wjAXEh5Gyvs2GuiT,People Disappear All the Time,Bear McCreary,2015,soundtrack,album,2015-02-10,46
1DkjqnjgbbpT7cYL2D2ma4,Home (Music Box),Toby Fox,2015,soundtrack,album,2015-09-15,55
6l4xX3N7JQH5FAMgFXWsrU,Bonnie At Morn - Instrumental,Mikolai Stroinski,2015,soundtrack,album,2015-08-26,51
5Q2YHimqwRHoPifb3H8Nlo,NGAHHH!!,Toby Fox,2015,soundtrack,album,2015-09-15,51
3kVgcX2BvCn3OyXr9Xr75X,Who Is She,Patrick Doyle,2015,soundtrack,compilation,2015-01-01,50
77vdkjZCPZRECcDfZsdPmy,Fallen Through Time,Bear McCreary,2015,soundtrack,album,2015-02-10,46
59COuEJRBxGGGCo6BIQ2lL,ALONES,Aqua Timez,2015,soundtrack,album,2015-08-25,58
4diKCx2EUg4CGvDTyCan5H,The Trail,Marcin Przybyłowicz,2015,soundtrack,album,2015-08-26,51
4LrlsO9cnnNjxBiHeRedjF,Memory,Toby Fox,2015,soundtrack,album,2015-09-15,54
21uFfgSfkwvDwJA26GbmWl,Outside the Realm,Big Giant Circles,2015,soundtrack,album,2015-05-21,48
2otEJWkJVqEBV4sRRfkGMz,Epilogue,Dario Marianelli,2015,soundtrack,compilation,2015-09-18,45
5pb39nk7Wr8e0aMQ6VUdlr,Start Menu,Toby Fox,2015,soundtrack,album,2015-09-15,48
4DxxiT2TskPH0Xd6znaqZM,After The Storm,Mikolai Stroinski,2015,soundtrack,album,2015-08-26,51
1K01nmx3aMH7pkDB7O6rS9,A Story You Won't Believe,Marcin Przybyłowicz,2015,soundtrack,album,2015-08-26,50
0Q1LBZbauAmCZC2mQ6819o,The Great Secret,Patrick Doyle,2015,soundtrack,compilation,2015-01-01,48
7LqQO6uWQHDEue1ejeUVhF,Rising Hope,LiSA,2015,soundtrack,album,2015-03-04,54
6YTc18izaUvCS2XD7rK9Am,Dance of Dragons,Ramin Djawadi,2015,soundtrack,album,2015-06-09,48
6VhLpbQlPWgU11As8woUIC,Snowdin Town,Toby Fox,2015,soundtrack,album,2015-09-15,54
6lsFGDo1IEEPFKh94c9kFe,Blow Us All Away,Ariana DeBose,2015,soundtrack,album,2015-09-25,62
3yY78aWyfri4ewOKIQokna,The Wedding,Bear McCreary,2015,soundtrack,album,2015-02-10,47
0Tz2tckjhEvAppdWHsgqg6,Hotel,Toby Fox,2015,soundtrack,album,2015-09-15,53
3llcyZnL04lIUQAiBCFng1,"Can You Really Call This A Hotel, I Didn't Receive A Mint On My Pillow Or Anything",Toby Fox,2015,soundtrack,album,2015-09-15,53
4OOA9mtwTevG39jcALusOu,Song That Might Play When You Fight Sans,Toby Fox,2015,soundtrack,album,2015-09-15,54
1AvDDjLuwwC63X1xlRReCD,"Ori, Lost In the Storm (feat. Aeralie Brighton)",Gareth Coker,2015,soundtrack,album,2015-03-10,50
5dhsuaGYQpEhXsOQsbLL7s,"Riff Off - From ""Pitch Perfect 2"" Soundtrack",Das Sound Machine,2015,soundtrack,compilation,2015-05-11,52
0wXNnmvuTP0jPMpAXakSs8,The Winds of Winter,Ramin Djawadi,2016,soundtrack,album,2016-06-24,48
2s2fORtcrwKwsmC4jNc8mJ,Seven Deadly Sins,MAN WITH A MISSION,2016,soundtrack,album,2016-02-10,55
6GqMQUzxuTG88y5WZ0HYLr,Diamond is unbreakable - Main Theme,Yugo Kanno,2016,soundtrack,album,2016-07-27,56
0yMaGil4yVbV6YhXXAXw83,Eleven,Kyle Dixon & Michael Stein,2016,soundtrack,album,2016-08-12,54
5BWUhb5fg3yXJLddvjwXDo,99,MOB CHOIR,2016,soundtrack,single,2016-08-31,61
0hHc2igYYlSUyZdByauJmB,You Say Run,Yuki Hayashi,2016,soundtrack,album,2016-07-13,69
5NfPjjpfNsodIepI8NpKKR,Kyouran Hey Kids!!,THE ORAL CIGARETTES,2016,soundtrack,album,2016-01-05,66
5kRBzRZmZTXVg8okC7SJFZ,Another Day Of Sun,La La Land Cast,2016,soundtrack,album,2016-12-09,66
63Q9hAFTga7rqYRrAhwIyR,Waving Through A Window,Ben Platt,2016,soundtrack,single,2016-12-02,63
6iLzFJhs4ATwJn7P1utZIJ,Light of the Seven,Ramin Djawadi,2016,soundtrack,album,2016-06-24,59
6e9OGvs2eyNWlJWoGBpabH,A Close Friend,James Newton Howard,2016,soundtrack,album,2016-11-18,61
4r9hiElqKWMPT4Z3vN2exq,A Lovely Night,Ryan Gosling,2016,soundtrack,album,2016-12-09,64
5r23RSo3x7fK2qdWfMTfFd,"Clubbed to Death - from ""The Matrix""",Robert D.,2016,soundtrack,compilation,2016-04-24,52
2q2Z2A0Mt8AsWyQEdB6wuu,Stardew Valley Overture,ConcernedApe,2016,soundtrack,album,2016-09-19,55
50o13VmOJiUj3WfU7XmEAn,My Hero Academia,Yuki Hayashi,2016,soundtrack,album,2016-07-13,55
5nuPwUZe3pS9VMykZgqjfV,After The Explosion,Fernando Velázquez,2016,soundtrack,compilation,2016-01-05,41
5N5iImDfoQ4IF3YvXBpxPX,上,Yuki Hayashi,2016,soundtrack,album,2016-03-16,50
4cocLXeDOiFIPBgZCvJ3RF,This Isn't You,Kyle Dixon & Michael Stein,2016,soundtrack,album,2016-08-12,51
7fxzqLLTXObxIoTfI3FA0l,Somnus - Instrumental Version,Yoko Shimomura,2016,soundtrack,album,2016-12-21,51
1CZgbcEZEhHH28HcBFvQIW,Never Ever Getting Rid of Me,Christopher Fitzgerald,2016,soundtrack,compilation,2016-06-03,68
3gbwtdRrtD05lz08DTxfFt,City Of Stars (Humming),Justin Hurwitz,2016,soundtrack,album,2016-12-09,55
6gllTV2Gyhpn7OwunTAaQH,The Consolations of Philosophy,Max Richter,2016,soundtrack,album,2016-10-21,47
3SYmJzp1IbWORyHEWuqCY6,Planet Earth II Suite,Hans Zimmer,2016,soundtrack,album,2016-11-11,48
5V5akuBxKpIlTUPaueNpyy,chase,batta,2016,soundtrack,single,2016-07-27,61
4Idmj8R6EpEmAJ3YMP3Lut,Winter Has Come,Ramin Djawadi,2016,soundtrack,album,2016-06-24,46
4I90I39s5W0QrD1QtG3bwQ,Stranger Things - Extended,Kyle Dixon & Michael Stein,2016,soundtrack,album,2016-08-19,50
7cyKrN1y4q59bc1gJX3QEG,Start A Fire,John Legend,2016,soundtrack,album,2016-12-09,55
6XQHlsNu6so4PdglFkJQRJ,"City Of Stars - From ""La La Land"" Soundtrack",Ryan Gosling,2016,soundtrack,album,2016-12-09,65
68gzf3AleOyt4NlKwpV0MY,Kids,Kyle Dixon & Michael Stein,2016,soundtrack,album,2016-08-12,72
62b8d8SQJUtfXUWu2tD4d1,The Slopes Of The Blessure,Piotr Musiał,2016,soundtrack,album,2016-06-01,54
5WLaJoYalaASb9JB7Yk5U6,ヒカリアレ,BURNOUT SYNDROMES,2016,soundtrack,album,2016-11-09,60
39ncDMVidHOeQgeC5anYZM,Someone In The Crowd,Emma Stone,2016,soundtrack,album,2016-12-09,60
66lF1QWtLZXJofJ3x388RV,バイバイ YESTERDAY,3年E組うた担(渚&茅野&業&磯貝&前原),2016,soundtrack,single,2016-05-25,55
3FqqhdU8egriKmnpfuXKE0,Duck Shoot,Rupert Gregson-Williams,2016,soundtrack,album,2016-11-04,50
0d0oCKpagxERDFdn0jxrcj,Wayward Sisters,Abel Korzeniowski,2016,soundtrack,album,2016-11-04,50
7kMr7gQm5lzvwlc5VZHgMO,Blood of My Blood,Ramin Djawadi,2016,soundtrack,album,2016-06-24,48
6j0wBBAP3hMe4t1Ymj7GIe,Audition (The Fools Who Dream),Emma Stone,2016,soundtrack,album,2016-12-09,55
7gXjNlZlfP1GXRH1WvyuE2,The End,Justin Hurwitz,2016,soundtrack,album,2016-12-09,51
5B2CRveIbbfbVTRV87lMJA,La Verdad,Fernando Velázquez,2016,soundtrack,album,2016-09-30,31
5oQVkqL1VRq6YtWdqNx5zH,Ojalá Tuviera Cien Años,Fernando Velázquez,2016,soundtrack,album,2016-09-30,32
6GNLyRsMb0WgTunQXg9l2N,"Tema Principal (De ""Memorias de África"") - Live",Film Symphony Orchestra,2016,soundtrack,album,2016-09-12,31
1Cdz1ehTv3zCKqmGbPI2Vo,君はヒーローになれる,Yuki Hayashi,2016,soundtrack,album,2016-07-13,53
3A4FRzgve9BjfKbvVXRIFO,Sparkle - movie ver.,RADWIMPS,2016,soundtrack,album,2016-08-24,67
5rwltqXrIniDtZIx4J6u50,The Upside Down,Kyle Dixon & Michael Stein,2016,soundtrack,album,2016-08-12,57
3YOZLPRiTuYgItSGO41gPT,FLY HIGH!!,BURNOUT SYNDROMES,2016,soundtrack,album,2016-11-09,64
4cKmnSLAhwxaWKXQhfz5Ju,Main Titles,Ramin Djawadi,2016,soundtrack,album,2016-06-24,55
5BMwpS4iYKR30kq9U9beaT,City Of Stars,Ryan Gosling,2016,soundtrack,album,2016-12-09,63
0kwuKfWntoGh0EWyYb7Mpf,Stranger Things,Kyle Dixon & Michael Stein,2016,soundtrack,album,2016-08-12,67
1xk2Z84gbcn4tPXiiutxzS,"City Of Stars - From ""La La Land"" Soundtrack",Ryan Gosling,2016,soundtrack,single,2016-11-18,61
6ZlyzUimBAJp4XDqKKSrlk,THE HERO !!: Ikareru Kobushi ni Hi o Tsukero,JAM Project,2016,soundtrack,album,2016-06-29,61
2AGOWiKGKnKre5zvSyP5Ql,Who Will Know (24 Bigslow),Shiro SAGISU,2016,soundtrack,album,2016,53
21YiaS85ngOoYT773cMFlW,Killer,Yugo Kanno,2016,soundtrack,album,2016-12-21,50
21htkjP5rYjD3CXG3y9wCT,オレンジ,7!!,2016,soundtrack,album,2016-03-09,61
4s80CRYk3rRPZE56NvmFi7,You Are My Everything,GUMMY,2016,soundtrack,single,2016-03-10,63
4LsMjCB4qt4RnWcJBiHrA6,ALWAYS,YOON MIRAE,2016,soundtrack,single,2016-02-18,63
1NSigpoXX8d3On3V10KyZp,Dexter - The blood theme,Geek Music,2016,soundtrack,single,2016-10-31,53
16rIILwXsRYk8TfCaPp8z6,Ángeles Fuimos,Adrian Barba,2016,soundtrack,album,2016-11-23,53
4tG0cdbL7v4pQ8RWOqLDHx,When He Sees Me,Kimiko Glenn,2016,soundtrack,compilation,2016-06-03,61
0dvqyN5x4IxXLPe5ZD744e,FIGHT!,Aests,2016,soundtrack,single,2016-03-26,56
2ffVdgR2RUHIaENDIrlVvG,"Clubbed to Death (From ""The Matrix"")",Robert D.,2016,soundtrack,compilation,2016-12-29,53
2wZJFeW0H1WnokB2V0gMhm,El Poder Nuestro Es,Adrian Barba,2016,soundtrack,album,2016-11-23,54
4thqVUsjZeUWNkGdtZbxVZ,Nancy and Barb,Kyle Dixon & Michael Stein,2016,soundtrack,album,2016-08-12,46
0D3J2SJrmHmRMeuaHieHq3,Portrait of Mom,Hans Zimmer,2016,soundtrack,compilation,2016-01-22,45
1F3h8cGKHawVKv4lIwYBrx,Montage,Fernando Velázquez,2016,soundtrack,album,2016-09-30,23
1pm8TqG9dNIcMGTQNzjYh9,Dr. Ford,Ramin Djawadi,2016,soundtrack,album,2016-12-05,46
20zCnBjK6aIgvvy66qZ7RV,Friendship,Kyle Dixon & Michael Stein,2016,soundtrack,album,2016-08-12,47
1k8lE3IG2RTNdJaYH7erHq,Prologue,Chris Remo,2016,soundtrack,album,2016-02-09,49
0F8CFv2qff7CD0vzOvrUFB,Eleven Is Gone,Kyle Dixon & Michael Stein,2016,soundtrack,album,2016-08-19,45
3PgY5sgfYqNUFCtLDz8gsg,Lady Of The Lake,Marcin Przybyłowicz,2016,soundtrack,album,2016-06-01,49
6wxZ0NU8FxeO6QRSNSBCCS,The Moon Over Mount Gorgon,Piotr Musiał,2016,soundtrack,album,2016-06-01,49
4mtMfqAhG6c7bXllmMdq3M,The Tower (Bonus Track),Ramin Djawadi,2016,soundtrack,album,2016-06-24,42
08lh1ifSaWFpXmtg9pYybz,Lay-Z-Boy,Kyle Dixon & Michael Stein,2016,soundtrack,album,2016-08-12,48
5XmWr9rlKvjMLmnq2A5HF5,乱舞のメロディ,SID,2016,soundtrack,compilation,2016-01-13,50
04Me7GXTY03245nMR0YRGI,Fanfares And Flowers,Mikolai Stroinski,2016,soundtrack,album,2016-06-01,50
60a0z9XRCwk70L9gnxf4fV,swordland,梶浦 由記,2016,soundtrack,compilation,2016-01-27,48
7HMzhHBwxKOdGCdatgxaR1,One Man At A Time,Rupert Gregson-Williams,2016,soundtrack,compilation,2016-11-04,47
